gender,word_count,average_sentence_length,average_word_length,total_count_punctuation,most_common_words,lexical_diversity,count_foreign_words,count_wh_words,sentiment_score,subjectivity_score,count_slang,pronoun_richness,count_VERB,count_.,"count_,",count_!,count_?,count_semi_colon,count_:,count_-,count_(,count_),count_[,count_],count_{,count_},count_<,count_>,count_/,count_\,count_|,count__,count_+,count_=,count_*,count_&,count_^,count_%,count_$,count_#,count_@,count_~,count_`,pronoun_density_I,pos_statistics_mean_count
female,307,25.58333333,1,29,article,0.491856678,307,2,0.010555556,0.291666667,0,0.019543974,20,12,8,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.46666667
male,352,39.11111111,1,37,John,0.525568182,352,4,0.211616162,0.413167388,0,0.0625,34,9,25,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017045455,23.46666667
male,173,34.6,1,23,article,0.583815029,173,8,0.078928571,0.349642857,2,0.052023121,24,6,12,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011560694,10.17647059
female,56,28,1,6,essay,0.821428571,56,0,0.09,0.24,0,0.017857143,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.307692308
female,74,37,1,13,recent,0.797297297,74,1,-0.016666667,0.338888889,0,0.013513514,9,4,5,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.692307692
female,198,33,1,18,1980s,0.646464646,198,2,0.066942149,0.559504132,0,0.01010101,14,6,9,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2
male,256,36.57142857,1,22,article,0.55859375,256,2,0.131666667,0.343461538,0,0.0546875,14,7,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
male,95,31.66666667,1,10,essay,0.715789474,95,1,0.091666667,0.255555556,0,0.073684211,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.785714286
female,81,27,1,12,essay,0.728395062,81,0,0.097916667,0.390625,3,0.012345679,13,3,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.230769231
male,219,36.5,1,29,intention,0.579908676,219,1,0.051865881,0.322629068,0,0.03652968,14,5,12,0,0,0,0,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6875
female,286,35.75,1,34,Robert,0.587412587,286,2,0.141735537,0.459297521,0,0.041958042,29,9,20,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.06666667
female,125,41.66666667,1,14,article,0.752,125,3,0.125,0.291666667,0,0.04,14,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.615384615
female,255,36.42857143,1,25,Commentators,0.51372549,255,2,0.082589286,0.402053571,0,0.019607843,17,7,11,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.21428571
male,122,30.5,1,14,June,0.672131148,122,2,0.048024892,0.518912338,0,0.024590164,11,4,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.714285714
female,202,28.85714286,1,15,Scholars,0.643564356,202,3,-0.0234375,0.3984375,2,0.02970297,25,7,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990099,13.46666667
female,110,36.66666667,1,6,response,0.663636364,110,1,0.134090909,0.563636364,0,0.009090909,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.875
female,123,30.75,1,19,retrace,0.62601626,123,1,0.027777778,0.236111111,0,0.040650407,9,6,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016260163,9.461538462
female,13,13,1,5,/bin,0.846153846,13,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.857142857
female,164,54.66666667,1,13,aim,0.554878049,164,1,0.09,0.22,0,0,11,3,3,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.71428571
male,99,33,1,10,1821,0.686868687,99,3,0.041666667,0.833333333,0,0.050505051,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.071428571
female,111,37,1,11,1960s,0.648648649,111,1,7.93E-18,0.347619048,0,0.045045045,3,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4
male,114,38,1,8,article,0.596491228,114,1,-0.028619529,0.2496633,0,0.043859649,11,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6
female,187,37.4,1,14,Scholars,0.64171123,187,4,0.116666667,0.372916667,0,0.048128342,22,5,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010695187,13.35714286
male,239,34.14285714,1,30,Hugh,0.548117155,239,3,0.001984127,0.286111111,0,0.062761506,18,7,17,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9375
female,238,29.75,1,29,article,0.554621849,238,4,-0.03175915,0.373465171,0,0.029411765,26,8,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.86666667
male,168,33.6,1,19,article,0.583333333,168,2,0.111111111,0.27037037,0,0.047619048,14,6,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
male,192,27.42857143,1,18,south,0.583333333,192,0,0.057261905,0.225238095,0,0.010416667,15,7,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8
male,139,34.75,1,20,article,0.582733813,139,1,0.14047619,0.395238095,0,0.035971223,12,4,10,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.266666667
female,194,32.33333333,1,17,article,0.644329897,194,2,0.008888889,0.387777778,0,0.036082474,15,6,4,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.93333333
female,119,39.66666667,1,11,article,0.714285714,119,2,0.0675,0.245,3,0.042016807,15,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008403361,9.153846154
female,222,37,1,23,essay,0.621621622,222,3,0.138131313,0.408585859,0,0.045045045,20,6,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8
male,184,36.8,1,18,Maple,0.641304348,184,0,0.061616162,0.406313131,0,0.027173913,10,5,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26666667
female,265,37.85714286,1,29,paper,0.569811321,265,6,0.216587302,0.507539683,0,0.030188679,29,6,15,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00754717,17.66666667
male,167,33.4,1,14,pressing,0.664670659,167,2,0.12486631,0.422103387,0,0.035928144,15,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.92857143
female,107,35.66666667,1,10,piece,0.700934579,107,2,-0.027777778,0.222222222,0,0.074766355,11,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.642857143
male,126,63,1,13,Shot,0.650793651,126,4,0.286111111,0.533333333,0,0.079365079,10,2,6,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4
female,245,40.83333333,1,25,Swift,0.514285714,245,2,0.072786458,0.359375,0,0.053061224,19,6,13,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.33333333
female,203,33.83333333,1,22,paper,0.571428571,203,2,-0.040816327,0.32627551,0,0.044334975,18,6,6,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.53333333
male,82,27.33333333,1,5,review,0.682926829,82,1,0.233333333,0.375925926,0,0.036585366,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012195122,6.833333333
male,231,46.2,1,30,essay,0.597402597,231,5,0.1625,0.464484127,0,0.047619048,18,4,10,0,0,0,1,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4375
male,200,33.33333333,1,23,paper,0.6,200,2,0.175,0.449305556,0,0.04,15,6,12,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333
male,155,31,1,15,2011,0.690322581,155,1,0.03245614,0.193859649,0,0.019354839,15,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006451613,10.33333333
female,66,22,1,7,essay,0.742424242,66,1,0,0.25,0,0.045454545,9,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.076923077
male,200,40,1,17,essay,0.535,200,1,-0.022727273,0.123484848,0,0.015,14,5,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333
female,165,23.57142857,1,14,Native,0.642424242,165,2,0.054761905,0.188690476,1,0.024242424,17,7,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.78571429
male,109,36.33333333,1,15,contribution,0.651376147,109,1,0.006666667,0.313333333,0,0.04587156,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009174312,7.266666667
female,130,21.66666667,1,14,hoard,0.692307692,130,2,0.3003367,0.431986532,0,0.030769231,15,7,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.666666667
female,112,28,1,13,article,0.678571429,112,2,0.033333333,0.133333333,0,0.0625,8,4,5,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.466666667
male,193,38.6,1,16,Corruption,0.595854922,193,5,0.034722222,0.299007937,0,0.046632124,20,5,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.86666667
female,214,35.66666667,1,20,Literary,0.607476636,214,1,0.144223485,0.362689394,0,0.023364486,16,6,9,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.28571429
